<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.04.24	10:00:00	135245	135720	134865	135185	897566	2945599	5
2025.04.24	11:00:00	135190	135575	134950	135500	699973	2442892	5
2025.04.24	12:00:00	135500	136470	135495	136395	514650	1895122	5
2025.04.24	13:00:00	136395	136985	136320	136825	420555	1569756	5
2025.04.24	14:00:00	136830	137095	136610	136975	361941	1289352	5
2025.04.24	15:00:00	136980	137390	136940	137170	346348	1255587	5
2025.04.24	16:00:00	137170	137220	136850	136875	332586	1183760	5
2025.04.24	17:00:00	136875	137115	136870	136975	166065	496461	5
2025.04.24	18:00:00	136980	137075	136960	137050	41265	106834	5
2025.04.25	09:00:00	136745	137190	136530	136975	689051	1973333	5
2025.04.25	10:00:00	136980	137225	136580	136675	874988	2777148	5
2025.04.25	11:00:00	136680	137430	136630	137265	720904	2401380	5
2025.04.25	12:00:00	137265	137280	136810	137090	357854	1182080	5
2025.04.25	13:00:00	137090	137185	136850	136915	284063	970965	5
2025.04.25	14:00:00	136910	137025	136500	136765	449958	1552964	5
2025.04.25	15:00:00	136765	137320	136705	137010	363773	1236444	5
2025.04.25	16:00:00	137010	137270	136925	137115	262233	936351	5
2025.04.25	17:00:00	137115	137265	137005	137175	131431	427680	5
2025.04.25	18:00:00	137170	137285	137105	137265	22292	69111	5
2025.04.28	09:00:00	136890	137535	136840	137490	595657	1660354	5
2025.04.28	10:00:00	137495	137755	136920	137535	916523	3005190	5
2025.04.28	11:00:00	137535	138070	137470	137805	596009	2061159	5
2025.04.28	12:00:00	137805	137900	137200	137410	419618	1484889	5
2025.04.28	13:00:00	137410	137530	137130	137190	288073	1050912	5
2025.04.28	14:00:00	137185	137325	136955	137150	334520	1184928	5
2025.04.28	15:00:00	137150	137400	136975	137170	300588	1073415	5
2025.04.28	16:00:00	137170	137355	137095	137270	201343	777539	5
2025.04.28	17:00:00	137265	137325	137165	137220	103205	321087	5
2025.04.28	18:00:00	137220	137325	137200	137275	29753	73490	5
2025.04.29	09:00:00	137265	137670	137200	137270	620291	1748256	5
2025.04.29	10:00:00	137275	137775	137145	137630	891780	2834641	5
2025.04.29	11:00:00	137635	138435	137500	138335	676025	2265859	5
2025.04.29	12:00:00	138335	138465	137990	138170	363343	1286733	5
2025.04.29	13:00:00	138170	138290	138020	138090	259086	889894	5
2025.04.29	14:00:00	138085	138225	137950	137980	259069	923436	5
2025.04.29	15:00:00	137980	138025	137610	137690	319486	1210363	5
2025.04.29	16:00:00	137695	137710	137450	137515	253661	986979	5
2025.04.29	17:00:00	137515	137565	137285	137405	135914	463179	5
2025.04.29	18:00:00	137410	137435	137330	137420	44879	103869	5
2025.04.30	09:00:00	137155	137640	136725	136775	811557	2360287	5
2025.04.30	10:00:00	136775	137350	136330	136605	922333	3164419	5
2025.04.30	11:00:00	136605	136790	136115	136255	680602	2420781	5
2025.04.30	12:00:00	136255	136980	136230	136915	475573	1688348	5
2025.04.30	13:00:00	136915	136965	136660	136935	340187	1218682	5
2025.04.30	14:00:00	136935	137285	136760	136900	436650	1565490	5
2025.04.30	15:00:00	136900	137500	136840	137020	380923	1380765	5
2025.04.30	16:00:00	137025	137360	136940	137165	323929	1104799	5
2025.04.30	17:00:00	137170	137265	136960	136980	193134	622613	5
2025.04.30	18:00:00	136975	137030	136785	136800	37199	105122	5
2025.05.02	09:00:00	137240	137465	136490	136860	688183	2022192	5
2025.05.02	10:00:00	136860	137350	136585	136820	856852	2870616	5
2025.05.02	11:00:00	136820	137215	136380	137115	646308	2284914	5
2025.05.02	12:00:00	137115	137155	136380	136580	422478	1515326	5
2025.05.02	13:00:00	136585	136880	136465	136650	344775	1176814	5
2025.05.02	14:00:00	136655	137010	136560	136620	322791	1110041	5
2025.05.02	15:00:00	136615	136925	136565	136765	248845	875836	5
2025.05.02	16:00:00	136760	137200	136735	137035	253690	873683	5
2025.05.02	17:00:00	137030	137305	136985	137235	121832	406868	5
2025.05.02	18:00:00	137235	137555	137215	137555	30999	110014	5
2025.05.05	09:00:00	136975	137460	136935	137270	539759	1533569	5
2025.05.05	10:00:00	137265	137345	136245	136390	904092	3121845	5
2025.05.05	11:00:00	136390	136455	135620	135945	625257	2318095	5
2025.05.05	12:00:00	135950	136090	135585	135740	385656	1412916	5
2025.05.05	13:00:00	135740	135905	135450	135540	289213	996110	5
2025.05.05	14:00:00	135535	135700	135400	135635	257312	935755	5
2025.05.05	15:00:00	135635	135745	135505	135645	242745	939053	5
2025.05.05	16:00:00	135640	135720	135450	135495	231995	822464	5
2025.05.05	17:00:00	135500	135600	135430	135545	130406	412133	5
2025.05.05	18:00:00	135545	135570	135300	135300	44846	135099	5
2025.05.06	09:00:00	135300	136015	135285	135890	655734	1989088	5
2025.05.06	10:00:00	135890	136220	135540	135705	899874	3089561	5
2025.05.06	11:00:00	135705	136090	135480	135530	587145	2147290	5
2025.05.06	12:00:00	135535	135840	135360	135395	370849	1351893	5
2025.05.06	13:00:00	135395	135830	135325	135455	385244	1401860	5
2025.05.06	14:00:00	135455	135530	135310	135485	247825	860550	5
2025.05.06	15:00:00	135490	135645	135160	135435	313081	1149128	5
2025.05.06	16:00:00	135435	135575	135420	135475	213524	805970	5
2025.05.06	17:00:00	135480	135625	135430	135510	109733	337561	5
2025.05.06	18:00:00	135515	135685	135505	135665	41182	100368	5
2025.05.07	09:00:00	136000	136500	136000	136205	632468	1964184	5
2025.05.07	10:00:00	136200	136205	134760	134930	883613	3091261	5
2025.05.07	11:00:00	134930	135080	134675	134875	571701	2106717	5
2025.05.07	12:00:00	134875	135200	134755	135075	374175	1415709	5
2025.05.07	13:00:00	135075	135480	134930	135410	313176	1156591	5
2025.05.07	14:00:00	135410	135475	135050	135240	309822	1187593	5
2025.05.07	15:00:00	135235	135520	134945	135250	548738	1977961	5
2025.05.07	16:00:00	135245	135440	134895	135235	532029	1836577	5
2025.05.07	17:00:00	135240	135415	135170	135350	150042	490103	5
2025.05.07	18:00:00	135355	135445	135315	135390	36656	95192	5
2025.05.08	09:00:00	136400	137695	136380	137575	786848	2530197	5
2025.05.08	10:00:00	137575	138885	137465	138775	892098	3249775	5
2025.05.08	11:00:00	138780	138800	138205	138610	582663	2031286	5
2025.05.08	12:00:00	138610	139620	138550	139255	558948	2115905	5
2025.05.08	13:00:00	139255	139410	138990	139225	319313	1104749	5
2025.05.08	14:00:00	139230	139260	138850	138940	294932	1052301	5
2025.05.08	15:00:00	138935	139155	138880	138940	269477	1009772	5
2025.05.08	16:00:00	138945	139020	138235	138350	358966	1390846	5
2025.05.08	17:00:00	138350	138355	138050	138260	191110	697308	5
2025.05.08	18:00:00	138255	138360	138205	138360	43260	104648	5
2025.05.09	09:00:00	138800	138845	138280	138715	683504	2075740	5
2025.05.09	10:00:00	138715	139045	138390	138805	823721	2797764	5
2025.05.09	11:00:00	138805	139070	138205	138560	662661	2384277	5
2025.05.09	12:00:00	138565	138595	138170	138385	382696	1412460	5
2025.05.09	13:00:00	138390	138440	138155	138200	259474	962737	5
2025.05.09	14:00:00	138200	138310	137905	138275	296873	1074389	5
2025.05.09	15:00:00	138280	138510	138175	138290	239083	913526	5
2025.05.09	16:00:00	138285	138450	138130	138135	197361	762299	5
2025.05.09	17:00:00	138130	138340	138125	138250	90289	319097	5
2025.05.09	18:00:00	138255	138340	138215	138220	21710	61574	5
2025.05.12	09:00:00	140305	140310	139280	139505	571383	1829341	5
2025.05.12	10:00:00	139505	139515	138485	138550	892097	3043350	5
2025.05.12	11:00:00	138545	138940	138230	138510	612831	2142006	5
2025.05.12	12:00:00	138505	138535	138090	138280	356126	1296016	5
2025.05.12	13:00:00	138275	138530	138240	138455	270982	985731	5
2025.05.12	14:00:00	138450	138495	138275	138335	230520	844021	5
2025.05.12	15:00:00	138340	138530	138060	138470	287970	1045022	5
2025.05.12	16:00:00	138475	138610	138320	138380	230596	803596	5
2025.05.12	17:00:00	138385	138590	138355	138535	130414	432172	5
2025.05.12	18:00:00	138540	138620	138445	138620	39612	98226	5
2025.05.13	09:00:00	138700	138825	138325	138720	632103	1818111	5
2025.05.13	10:00:00	138720	139830	138655	139445	930367	3112500	5
2025.05.13	11:00:00	139445	140115	139370	140040	517108	1827541	5
2025.05.13	12:00:00	140040	140820	140020	140510	467239	1722929	5
2025.05.13	13:00:00	140505	140535	140165	140330	299431	1112859	5
2025.05.13	14:00:00	140325	140410	140210	140330	220559	836506	5
2025.05.13	15:00:00	140330	140745	140315	140670	295241	1187488	5
2025.05.13	16:00:00	140670	141360	140655	140835	362285	1354063	5
2025.05.13	17:00:00	140835	140875	140660	140750	144857	479034	5
2025.05.13	18:00:00	140755	140765	140525	140525	33795	115867	5
2025.05.14	09:00:00	140555	140940	140435	140725	679617	1955600	5
2025.05.14	10:00:00	140720	141030	140310	140710	977615	3179922	5
2025.05.14	11:00:00	140715	140840	140090	140420	637086	2142536	5
2025.05.14	12:00:00	140425	140645	140170	140555	406082	1406922	5
2025.05.14	13:00:00	140555	140630	140335	140530	235931	800970	5
2025.05.14	14:00:00	140525	140745	140225	140270	322852	1162818	5
2025.05.14	15:00:00	140270	140330	139925	140280	295703	1060985	5
2025.05.14	16:00:00	140285	140400	140145	140165	234511	819563	5
2025.05.14	17:00:00	140165	140165	140000	140025	121675	411625	5
2025.05.14	18:00:00	140020	140145	140015	140065	31891	83961	5
2025.05.15	09:00:00	139775	140050	139570	140015	527915	1443422	5
2025.05.15	10:00:00	140010	140475	139910	140400	790650	2445621	5
2025.05.15	11:00:00	140395	140940	140140	140315	722178	2408370	5
2025.05.15	12:00:00	140315	140670	140030	140625	378648	1225286	5
2025.05.15	13:00:00	140630	141025	140610	140735	357065	1188970	5
2025.05.15	14:00:00	140735	140860	140000	140190	448632	1556284	5
2025.05.15	15:00:00	140195	140665	140165	140625	359165	1207430	5
2025.05.15	16:00:00	140630	141140	140575	141105	308322	1010991	5
2025.05.15	17:00:00	141105	141170	140930	141045	156266	467666	5
2025.05.15	18:00:00	141045	141090	140930	141075	30979	95686	5
2025.05.16	09:00:00	140770	140790	139330	139525	733783	2375660	5
2025.05.16	10:00:00	139520	140000	139180	139905	905674	2969294	5
2025.05.16	11:00:00	139905	139920	139120	139400	599699	2044719	5
2025.05.16	12:00:00	139395	139995	139285	139825	346870	1171994	5
2025.05.16	13:00:00	139820	140360	139790	140165	327443	1107627	5
2025.05.16	14:00:00	140165	140595	140130	140375	316605	1087214	5
2025.05.16	15:00:00	140380	140850	140350	140700	290839	1022988	5
2025.05.16	16:00:00	140700	140815	140490	140705	260823	902187	5
2025.05.16	17:00:00	140700	140735	140410	140470	166137	473345	5
2025.05.16	18:00:00	140465	140500	140250	140325	39857	101606	5
2025.05.19	09:00:00	140000	140370	139895	140200	563309	1599470	5
2025.05.19	10:00:00	140200	141070	140060	141010	974270	3255087	5
2025.05.19	11:00:00	141005	141315	140790	141225	668584	2290494	5
2025.05.19	12:00:00	141225	141550	141145	141495	432210	1502302	5
2025.05.19	13:00:00	141500	141615	141300	141375	325374	1073722	5
2025.05.19	14:00:00	141370	141740	141350	141585	353233	1228947	5
2025.05.19	15:00:00	141585	141640	141250	141400	289634	1030733	5
2025.05.19	16:00:00	141400	141490	141115	141175	253990	857735	5
2025.05.19	17:00:00	141175	141255	141055	141175	178145	537451	5
2025.05.19	18:00:00	141170	141320	141110	141310	46446	110234	5
2025.05.20	09:00:00	141300	141455	140915	141375	560425	1606601	5
2025.05.20	10:00:00	141375	141395	140390	140770	1013229	3257924	5
2025.05.20	11:00:00	140765	140950	140520	140755	522186	1741812	5
2025.05.20	12:00:00	140760	140880	140640	140790	246242	840056	5
2025.05.20	13:00:00	140795	141180	140700	141085	285565	971516	5
2025.05.20	14:00:00	141090	141120	140720	140990	275501	987706	5
2025.05.20	15:00:00	140985	141050	140635	141015	308782	1083649	5
2025.05.20	16:00:00	141015	141730	140960	141665	336417	1205461	5
2025.05.20	17:00:00	141660	141665	141415	141480	137524	456685	5
2025.05.20	18:00:00	141475	141525	141420	141500	34294	90102	5
2025.05.21	09:00:00	141270	141515	141065	141130	630927	1707679	5
2025.05.21	10:00:00	141135	141150	140520	140705	768208	2455280	5
2025.05.21	11:00:00	140705	140780	139590	140055	738594	2658330	5
2025.05.21	12:00:00	140055	140105	139530	139650	355415	1235936	5
2025.05.21	13:00:00	139650	139795	139465	139765	273616	993263	5
2025.05.21	14:00:00	139770	139845	138790	139120	573364	2058636	5
2025.05.21	15:00:00	139115	139180	138820	138970	342050	1261021	5
2025.05.21	16:00:00	138970	139310	138930	139060	284011	1029343	5
2025.05.21	17:00:00	139055	139120	138870	138975	132773	466167	5
2025.05.21	18:00:00	138975	139160	138910	139060	34016	112038	5
2025.05.22	09:00:00	139065	139210	138415	139110	763561	2202485	5
2025.05.22	10:00:00	139110	139440	138580	138770	943424	3146199	5
2025.05.22	11:00:00	138765	139330	138705	139275	563633	1987814	5
2025.05.22	12:00:00	139280	139375	138955	139030	396101	1464890	5
2025.05.22	13:00:00	139030	139390	138970	139080	284833	1029489	5
2025.05.22	14:00:00	139080	140150	139075	139905	467873	1689363	5
2025.05.22	15:00:00	139905	139945	138320	138325	524463	1963833	5
2025.05.22	16:00:00	138320	138960	138165	138430	452152	1470652	5
2025.05.22	17:00:00	138430	138545	137345	137400	299635	975491	5
2025.05.22	18:00:00	137395	137465	135175	136290	137616	434501	5
2025.05.23	09:00:00	136440	137360	135960	136870	909449	2523749	5
2025.05.23	10:00:00	136870	137335	136000	136995	1029774	3010193	5
2025.05.23	11:00:00	136990	138235	136990	138050	738075	2324921	5
2025.05.23	12:00:00	138050	138465	137890	138230	417576	1303996	5
2025.05.23	13:00:00	138230	138880	138225	138320	467155	1482910	5
2025.05.23	14:00:00	138320	138635	137985	138270	382594	1201744	5
2025.05.23	15:00:00	138265	138995	138125	138670	374801	1168328	5
2025.05.23	16:00:00	138670	138965	138500	138910	284505	875621	5
2025.05.23	17:00:00	138910	139095	138725	138870	186898	535126	5
2025.05.23	18:00:00	138865	139205	138800	138830	59014	148535	5
2025.05.26	09:00:00	139200	139495	138715	138915	704132	1944894	5
2025.05.26	10:00:00	138915	139965	138850	139490	1029878	3069353	5
2025.05.26	11:00:00	139495	139580	139055	139140	602339	1876883	5
2025.05.26	12:00:00	139140	139360	138840	139025	365333	1129553	5
2025.05.26	13:00:00	139025	139245	138975	139055	214877	656964	5
2025.05.26	14:00:00	139060	139380	138980	139345	223833	675434	5
2025.05.26	15:00:00	139345	139400	139170	139225	194604	527256	5
2025.05.26	16:00:00	139225	139350	139170	139285	165889	483108	5
2025.05.26	17:00:00	139290	139455	139265	139360	115725	307378	5
2025.05.26	18:00:00	139355	139475	139275	139420	45200	96144	5
2025.05.27	09:00:00	140020	141625	140020	141100	919331	2507630	5
2025.05.27	10:00:00	141095	141290	140620	140685	897001	2579053	5
2025.05.27	11:00:00	140690	141545	140630	141005	638434	2025819	5
2025.05.27	12:00:00	141000	141035	140535	140655	383521	1279487	5
2025.05.27	13:00:00	140655	140865	140420	140480	339716	1148283	5
2025.05.27	14:00:00	140480	141020	140425	140900	301720	1069903	5
2025.05.27	15:00:00	140905	141035	140645	140690	305787	1010351	5
2025.05.27	16:00:00	140685	140840	140540	140800	273821	857669	5
2025.05.27	17:00:00	140795	140975	140660	140905	163512	439210	5
2025.05.27	18:00:00	140905	140975	140900	140930	36124	76196	5
2025.05.28	09:00:00	140795	141080	140450	140545	710359	1882698	5
2025.05.28	10:00:00	140545	140650	139690	140100	842080	2525114	5
2025.05.28	11:00:00	140105	140225	139725	140115	493287	1547745	5
2025.05.28	12:00:00	140115	140185	139565	139690	336012	1068890	5
2025.05.28	13:00:00	139695	139805	139570	139715	216318	691037	5
2025.05.28	14:00:00	139710	140230	139685	140000	287389	925051	5
2025.05.28	15:00:00	140005	140180	139870	140120	270806	887624	5
2025.05.28	16:00:00	140115	140150	139970	140055	177828	579819	5
2025.05.28	17:00:00	140055	140320	139970	140285	155279	438235	5
2025.05.28	18:00:00	140285	140375	140245	140285	49113	98094	5
2025.05.29	09:00:00	140600	140600	139370	139675	758055	2089445	5
2025.05.29	10:00:00	139675	140125	139065	139200	1057152	3117576	5
2025.05.29	11:00:00	139195	139945	139130	139710	648823	1967402	5
2025.05.29	12:00:00	139705	139750	138880	138940	386813	1325735	5
2025.05.29	13:00:00	138940	139410	138835	139295	312691	998942	5
2025.05.29	14:00:00	139300	140000	139200	139780	403807	1365596	5
2025.05.29	15:00:00	139775	140110	139690	139725	334132	1108645	5
2025.05.29	16:00:00	139725	139915	139470	139590	267024	854346	5
2025.05.29	17:00:00	139590	139725	139510	139680	108806	342628	5
2025.05.29	18:00:00	139680	139720	139605	139605	26341	75368	5
2025.05.30	09:00:00	139600	140045	139095	139815	881235	2259650	5
2025.05.30	10:00:00	139815	139815	138115	138220	943030	2787686	5
2025.05.30	11:00:00	138220	138285	137705	138015	640974	2032362	5
2025.05.30	12:00:00	138020	138270	137885	137990	358824	1143468	5
2025.05.30	13:00:00	137995	138085	137535	137955	334324	1026290	5
2025.05.30	14:00:00	137960	138375	137910	138215	348108	1126836	5
2025.05.30	15:00:00	138210	138575	138095	138200	347427	1090945	5
2025.05.30	16:00:00	138195	138355	137955	138140	295116	907136	5
2025.05.30	17:00:00	138145	138400	137710	137885	203520	584603	5
2025.05.30	18:00:00	137885	138020	137715	138020	41342	98046	5
2025.06.02	09:00:00	138110	139325	137960	139290	722081	1949967	5
2025.06.02	10:00:00	139290	139570	137870	138130	971079	3167485	5
2025.06.02	11:00:00	138130	138250	137775	137890	585958	1826409	5
2025.06.02	12:00:00	137885	138050	137605	137650	412434	1326541	5
2025.06.02	13:00:00	137655	137730	137340	137505	320539	1018822	5
2025.06.02	14:00:00	137505	137580	137255	137400	304612	979520	5
2025.06.02	15:00:00	137405	137685	137240	137560	329234	1069156	5
2025.06.02	16:00:00	137555	137645	137380	137520	250324	829647	5
2025.06.02	17:00:00	137520	137665	137450	137565	165385	501075	5
2025.06.02	18:00:00	137560	137575	137345	137435	52476	115351	5
2025.06.03	09:00:00	137525	137530	136945	137125	117492	264631	5
2025.06.03	10:00:00	137120	137595	136900	137065	918341	2591063	5
2025.06.03	11:00:00	137070	137960	136845	137845	782074	2342696	5
2025.06.03	12:00:00	137845	138150	137625	138085	481251	1480381	5
2025.06.03	13:00:00	138090	138125	137780	137910	300716	900978	5
2025.06.03	14:00:00	137915	138300	137750	138200	338768	1068706	5
2025.06.03	15:00:00	138200	138530	137930	138240	437008	1406263	5
2025.06.03	16:00:00	138240	138375	138130	138335	227993	743922	5
2025.06.03	17:00:00	138335	138465	138230	138350	139978	375515	5
2025.06.03	18:00:00	138350	138575	138340	138490	47733	112411	5
2025.06.04	09:00:00	138650	139380	138650	139065	858007	2143565	5
2025.06.04	10:00:00	139065	139410	138820	139030	944222	2639460	5
2025.06.04	11:00:00	139025	139550	138500	138555	780497	2299367	5
2025.06.04	12:00:00	138560	138645	138005	138060	489110	1510021	5
2025.06.04	13:00:00	138060	138150	137815	137940	307020	898911	5
2025.06.04	14:00:00	137940	138065	137640	137705	290051	910414	5
2025.06.04	15:00:00	137710	137760	137440	137580	287954	904026	5
2025.06.04	16:00:00	137585	137690	137510	137615	196293	636734	5
2025.06.04	17:00:00	137615	137925	137600	137820	155683	472146	5
2025.06.04	18:00:00	137825	137890	137775	137815	34007	83263	5
2025.06.05	09:00:00	138010	138250	137820	137975	667107	1734336	5
2025.06.05	10:00:00	137975	138145	137490	137760	1122883	3247777	5
2025.06.05	11:00:00	137760	137795	137185	137570	777841	2280384	5
2025.06.05	12:00:00	137565	137940	137535	137890	424437	1294617	5
2025.06.05	13:00:00	137890	137940	137580	137750	308987	909356	5
2025.06.05	14:00:00	137750	137845	137260	137320	300834	926569	5
2025.06.05	15:00:00	137315	137345	136570	136940	523523	1665470	5
2025.06.05	16:00:00	136940	137095	136710	136775	382678	1196398	5
2025.06.05	17:00:00	136775	136965	136740	136865	143779	396960	5
2025.06.05	18:00:00	136865	136995	136845	136935	38271	90053	5
2025.06.06	09:00:00	137400	137405	136780	136970	776125	1968678	5
2025.06.06	10:00:00	136970	137535	136830	137300	879801	2617931	5
2025.06.06	11:00:00	137300	137450	136330	136390	781971	2291875	5
2025.06.06	12:00:00	136395	137000	136325	136945	488066	1427712	5
2025.06.06	13:00:00	136945	136995	136310	136370	365293	1085276	5
2025.06.06	14:00:00	136370	136795	136245	136435	424449	1258652	5
2025.06.06	15:00:00	136440	136595	136290	136325	285752	919393	5
2025.06.06	16:00:00	136325	136900	136150	136770	332808	1034889	5
2025.06.06	17:00:00	136770	136965	136660	136890	154545	459037	5
2025.06.06	18:00:00	136885	136985	136750	136800	33860	94634	5
2025.06.09	09:00:00	136775	137200	135350	135725	822628	2161984	5
2025.06.09	10:00:00	135725	136250	134520	134565	1050854	3093470	5
2025.06.09	11:00:00	134570	135270	134540	135205	581374	1722699	5
2025.06.09	12:00:00	135205	135920	135180	135785	452051	1413025	5
2025.06.09	13:00:00	135790	136210	135630	135945	362205	1112733	5
2025.06.09	14:00:00	135945	136305	135940	136180	314970	989383	5
2025.06.09	15:00:00	136180	136495	136115	136380	321219	993917	5
2025.06.09	16:00:00	136380	136450	136140	136225	291613	947965	5
2025.06.09	17:00:00	136220	136300	136130	136295	135011	401454	5
2025.06.09	18:00:00	136295	136355	136240	136290	38579	91891	5
2025.06.10	09:00:00	136780	137760	136585	137360	1003382	2660603	5
2025.06.10	10:00:00	137365	137540	136500	137290	1110290	3183773	5
2025.06.10	11:00:00	137290	137885	137145	137320	767466	2312499	5
2025.06.10	12:00:00	137320	137445	137045	137405	409362	1263846	5
2025.06.10	13:00:00	137405	137665	137020	137300	382497	1179147	5
2025.06.10	14:00:00	137295	137470	136855	136965	376414	1170622	5
2025.06.10	15:00:00	136970	137035	136655	136835	366441	1125338	5
2025.06.10	16:00:00	136840	137065	136805	136940	268823	845285	5
2025.06.10	17:00:00	136940	137065	136785	136975	170136	496210	5
2025.06.10	18:00:00	136980	137260	136965	137045	41421	101431	5
2025.06.11	09:00:00	137020	137120	135710	136345	1251861	2997994	5
2025.06.11	10:00:00	136345	136955	135895	136915	1013350	2864102	5
2025.06.11	11:00:00	136915	137415	136650	136680	666959	2061754	5
2025.06.11	12:00:00	136680	137145	136180	137050	485190	1537647	5
2025.06.11	13:00:00	137045	137280	136835	137215	323781	984613	5
2025.06.11	14:00:00	137210	137950	137205	137640	431394	1401460	5
2025.06.11	15:00:00	137640	137785	137310	137535	397846	1269705	5
2025.06.11	16:00:00	137535	137630	137140	137460	314727	1033192	5
2025.06.11	17:00:00	137460	137510	137310	137335	116295	354681	5
2025.06.11	18:00:00	137335	137435	137315	137320	33675	84841	5
2025.06.12	09:00:00	136830	136965	136020	136420	974506	2461191	5
2025.06.12	10:00:00	136415	137255	136345	137120	1065405	3073156	5
2025.06.12	11:00:00	137120	137840	137075	137310	810474	2531006	5
2025.06.12	12:00:00	137310	137760	137235	137570	400186	1274057	5
2025.06.12	13:00:00	137565	137700	137335	137515	335523	1068783	5
2025.06.12	14:00:00	137515	137645	137255	137525	301714	941257	5
2025.06.12	15:00:00	137525	137870	137520	137805	282517	909277	5
2025.06.12	16:00:00	137805	138245	137760	138070	315022	1006438	5
2025.06.12	17:00:00	138070	138120	137925	138000	162595	475710	5
2025.06.12	18:00:00	138000	138215	137990	138175	63350	155903	5
2025.06.13	09:00:00	137385	137645	137110	137375	814546	2048266	5
2025.06.13	10:00:00	137370	137930	137135	137335	1136091	3156185	5
2025.06.13	11:00:00	137340	137495	136660	137235	881312	2608289	5
2025.06.13	12:00:00	137235	137750	137200	137420	477119	1382113	5
2025.06.13	13:00:00	137420	137855	137295	137760	351062	1021616	5
2025.06.13	14:00:00	137760	137950	137480	137675	367030	1067650	5
2025.06.13	15:00:00	137680	137700	137185	137675	458173	1432440	5
2025.06.13	16:00:00	137680	137875	137470	137540	328142	973367	5
2025.06.13	17:00:00	137540	137620	137065	137260	199760	590043	5
2025.06.13	18:00:00	137260	137425	137255	137285	42089	106193	5
2025.06.16	09:00:00	137600	138950	137550	138665	876871	2288631	5
2025.06.16	10:00:00	138670	139920	138480	139580	1191621	3416201	5
2025.06.16	11:00:00	139575	140115	139385	140075	687314	2020535	5
2025.06.16	12:00:00	140075	140180	139865	139995	429416	1277162	5
2025.06.16	13:00:00	139995	140265	139865	139970	325490	956703	5
2025.06.16	14:00:00	139975	140045	139735	139800	295437	891695	5
2025.06.16	15:00:00	139800	139945	139730	139745	245950	796130	5
2025.06.16	16:00:00	139740	139830	139525	139610	273249	932545	5
2025.06.16	17:00:00	139610	139955	139460	139755	246210	758091	5
2025.06.16	18:00:00	139755	140150	139740	140150	60688	125574	5
2025.06.17	09:00:00	139650	139770	139355	139695	854524	2117513	5
2025.06.17	10:00:00	139700	139795	139140	139355	1084657	2995862	5
2025.06.17	11:00:00	139355	139425	138740	138815	730924	2123648	5
2025.06.17	12:00:00	138820	138880	138390	138555	481075	1387016	5
2025.06.17	13:00:00	138560	138770	138280	138400	397518	1207963	5
2025.06.17	14:00:00	138405	138660	138375	138495	339885	1037873	5
2025.06.17	15:00:00	138495	138720	138445	138675	296107	907893	5
2025.06.17	16:00:00	138670	139020	138470	138930	336718	988927	5
2025.06.17	17:00:00	138930	139000	138655	138725	185871	463123	5
2025.06.17	18:00:00	138730	138940	138665	138940	51451	118116	5
2025.06.18	09:00:00	141695	141795	141000	141315	708130	1730541	5
2025.06.18	10:00:00	141315	141765	141075	141125	866881	2361740	5
2025.06.18	11:00:00	141125	141830	141120	141590	633754	1820326	5
2025.06.18	12:00:00	141590	141665	141275	141445	385792	1144488	5
2025.06.18	13:00:00	141445	141845	141230	141675	307114	906285	5
2025.06.18	14:00:00	141680	141960	141435	141795	353601	1113477	5
2025.06.18	15:00:00	141775	141875	141250	141325	406927	1181645	5
2025.06.18	16:00:00	141325	141445	141155	141275	323117	928644	5
2025.06.18	17:00:00	141280	141640	141255	141595	126759	370336	5
2025.06.18	18:00:00	141595	141680	141500	141655	37158	96555	5
2025.06.20	09:00:00	141580	141745	140265	140395	766302	2039210	5
2025.06.20	10:00:00	140390	140570	140015	140215	775820	2254710	5
2025.06.20	11:00:00	140220	140390	139400	139500	578229	1820304	5
2025.06.20	12:00:00	139495	139840	139305	139775	413584	1324162	5
2025.06.20	13:00:00	139780	140375	139765	139840	459843	1424574	5
2025.06.20	14:00:00	139835	139980	139465	139570	333426	1057314	5
2025.06.20	15:00:00	139570	139805	139385	139635	255881	813546	5
2025.06.20	16:00:00	139640	139735	139500	139545	213668	670704	5
2025.06.20	17:00:00	139540	139760	139510	139730	155347	443454	5
2025.06.20	18:00:00	139730	139850	139670	139710	47234	102320	5
2025.06.23	09:00:00	139695	139945	139455	139755	825550	2122545	5
2025.06.23	10:00:00	139750	139815	138845	138970	960730	2868155	5
2025.06.23	11:00:00	138965	139260	138795	139095	529506	1609623	5
2025.06.23	12:00:00	139100	139235	138715	138735	452900	1430511	5
2025.06.23	13:00:00	138740	138845	138345	138560	424110	1353936	5
2025.06.23	14:00:00	138560	138945	138320	138905	443823	1427831	5
2025.06.23	15:00:00	138910	139030	138700	138835	334199	996570	5
2025.06.23	16:00:00	138830	139045	138745	138990	241059	777800	5
2025.06.23	17:00:00	138995	139230	138990	139135	164881	516836	5
2025.06.23	18:00:00	139135	139260	139105	139215	36199	94027	5
2025.06.24	09:00:00	139860	139900	138710	139395	958759	2668931	5
2025.06.24	10:00:00	139395	139720	138640	139260	1041055	3168303	5
2025.06.24	11:00:00	139255	140350	139225	140320	675043	2141104	5
2025.06.24	12:00:00	140325	140670	140315	140570	361735	1177944	5
2025.06.24	13:00:00	140575	140590	140325	140350	239864	763251	5
